seller,A01,A02,A03,B07,B08,B09,C10T12,C13T15,C16,C17_18,C19,C20,C21,C22,C23,C24A,C24B,C25,C26,C27,C28,C29,C301,C302T309,C31T33,D,E,F,G,H49,H50,H51,H52,H53,I,J58T60,J61,J62_63,K,L,M,N,O,P,Q,R,S,T,TXS,IMP_OTHER_plus
J58T60,0.0070826360864525185,0.0038449951612581864,0.0038697949871426872,0.008012809578628462,0.006316140520014607,0.016274897768931082,0.010176424114500066,0.007568788247784281,0.0055739720961531574,0.009316568214223811,0.003617775735914345,0.009452922156480574,0.009334262082216644,0.007882877390960665,0.006985437494255068,0.00835007600715335,0.008289657349601555,0.007006044274882827,0.012129608234514432,0.010492115655024052,0.008210534732903613,0.009447463510143939,0.008371204839562656,0.01032890713939802,0.007715338281362423,0.009826566070166035,0.007849928569009948,0.007666147611321889,0.010432666497889487,0.006478518760884542,0.007996035647997588,0.009763857066209072,0.007973880002450104,0.01015374674466545,0.009732861250868193,1.237106752789808,0.04294532808315786,0.017339940753538154,0.00889142544560259,0.0027969047297559074,0.04609836969964557,0.00903301842085823,0.006297541965698679,0.007172217054686861,0.007918511531744868,0.03134862516648852,0.016477077145781834,0.0,0.0,0.0
J61,0.00971613995061376,0.006986184593051666,0.007532765945730516,0.010529816191155306,0.00998908213411843,0.019431078467866902,0.011683116111011586,0.010890724271693105,0.008775825151280416,0.01151490112210144,0.005123442038812785,0.011273170430904264,0.011438749215776431,0.010388014903443543,0.009839151771420548,0.011409529942967185,0.011734175792252242,0.010302706215134827,0.017281004830349254,0.013927746436087315,0.013073480747950597,0.013790761005715874,0.01094490031453124,0.012530232999337499,0.011544850663035277,0.014164568262570556,0.011313607254108016,0.010877730589783804,0.01573783434931117,0.011846774123378133,0.013469921649665715,0.01439190869542988,0.014620251705378189,0.024340681576956177,0.013014652264233782,0.027503710356754456,1.1850347180459642,0.023159799653211733,0.01815558297089251,0.004450024869821806,0.019086098043043703,0.014096673437709808,0.012044106094140774,0.004839246223995384,0.013592727925587666,0.018848802938381783,0.01936499337656891,0.0,0.0,0.0
J62_63,0.02192064222138017,0.0127367594421649,0.013379461657385022,0.02629713985076572,0.023352454211482538,0.043011118067132655,0.030035008612015943,0.02440752858671418,0.01834937995756041,0.030430974336859238,0.013113976071323405,0.031023373585500547,0.03131564867693792,0.02634507513210092,0.02539981516795529,0.03046503070580135,0.029798783724260515,0.0257983761569516,0.07477961370225669,0.04186828265419058,0.03216717675116211,0.03200532824202671,0.030799202889789327,0.03407144044621536,0.026901284640956875,0.04341154592489006,0.03127841012975043,0.024656141871167565,0.033746616457893924,0.023177618537118586,0.03293511604656287,0.03802516512421897,0.034154666181835325,0.04990117150152698,0.022501950792300742,0.056323514522074104,0.08831608130720967,1.2255527792676884,0.05041425713904985,0.00890288467723239,0.052529474014260405,0.03254548258202421,0.023290492820929307,0.01190989158563825,0.026641948755356002,0.03692157569950005,0.0320178282060229,0.0,0.0,0.0
K,0.06963297460957127,0.037783178474739006,0.04414680949525301,0.07222809982622493,0.049853881006212235,0.1309929063418985,0.07261007587139974,0.05447308389222561,0.044244860860973276,0.06709254036399394,0.03636696856579457,0.06669484627196084,0.05368735024801053,0.05886461447765193,0.05726762279269321,0.0695308013434544,0.0761054835902069,0.05591418505790546,0.0712338126998134,0.07305596341649453,0.06160457131290322,0.06256249310512162,0.05814869519362002,0.06400040169666837,0.054037162158659585,0.09360242569004074,0.06105308034403198,0.05090714750724508,0.06484721095455019,0.059986804980065984,0.07171465482832562,0.08181840055811303,0.06158461117643792,0.058034322223122534,0.04882301057687975,0.04731751502297549,0.060054291242764964,0.0414291076397465,1.201052020318941,0.05012268413537835,0.05966631831408554,0.04442338907259387,0.029994758113164856,0.01457228082218657,0.03657634812309417,0.060436498758056574,0.05851267622126506,0.0,0.0,0.0
L,0.017739854887319537,0.011796301174571555,0.01025544488297334,0.01849691458061084,0.016853225977981036,0.030916600972560274,0.023764408194220134,0.023224204284010043,0.01604019885646114,0.021296124860279327,0.010423420995428765,0.022429548921057106,0.018963311596385507,0.02090458552649703,0.01837305928591252,0.021704288849876883,0.02142004165294743,0.020623320794512016,0.02827596227073801,0.024894744770178237,0.02163402764328454,0.024935720017500173,0.02423186954441141,0.022800422924000883,0.02223643909601888,0.021837250262535166,0.018106736620471114,0.021176257901022684,0.04402233190188559,0.020282315221516897,0.024485419206076955,0.025926997917062336,0.034958241819531055,0.031436688918337466,0.03846204998989764,0.028839373858752,0.0351374748158023,0.026619550262798174,0.022246684404295152,1.0137924411948183,0.029782981516520868,0.021129476998597803,0.012333318648556012,0.009089942963262607,0.022855151429562393,0.0369000559486813,0.031377341568629896,0.0,0.0,0.0
M,0.0732752151751607,0.03341083557533318,0.03749308050089961,0.08622435251823087,0.07093156066820018,0.23511731829397578,0.096841582907052,0.06977539826271198,0.04797829129538557,0.076332765662327,0.03804890651954895,0.08761748661619467,0.08943258928348843,0.07703576662869167,0.07293180900731595,0.08560007906820856,0.08056317713632878,0.0723847698886001,0.12971245349357072,0.09578534160838444,0.08239855974851139,0.0989706797347116,0.08643692800625212,0.09579489664822521,0.07279134245374952,0.11463624625088589,0.07846175048066766,0.09331571113136779,0.08700777145267284,0.05471325345720775,0.0725827155403862,0.08048105296574974,0.07894171726585389,0.07362043159386658,0.06592829203770834,0.11242933043909435,0.11262434380376633,0.08127010914123498,0.08035766762090503,0.02857390610729578,1.1997447765146816,0.0689614925927248,0.04751686523836659,0.023988611547617996,0.05910190971077655,0.09260657975391148,0.0808799708735866,0.0,0.0,0.0
N,0.05762977309051568,0.03917000161210273,0.0354634315603887,0.09070634862422294,0.07662482959016953,0.17203826794653163,0.07157389885326156,0.053616058510994054,0.046021574349110486,0.06758269410095388,0.031003186019299113,0.06815680833869386,0.06456465578057193,0.06174916611734649,0.06441866450690217,0.06838426085777674,0.06782715998565586,0.05869718893446963,0.08107175559733065,0.07677170265127166,0.06919058315812303,0.07511851483510261,0.06721056537098528,0.07670750711600545,0.060581610642869786,0.08991136844190993,0.08447894554928119,0.06545044633120753,0.0715072384954888,0.069274802201541,0.1185470975273628,0.13158660034549968,0.10317521973187095,0.09842110301185414,0.058771580525744396,0.09248456411850846,0.10558479468346481,0.07981217465284973,0.05950204875912296,0.024281969591214897,0.08917692679502455,1.1177457156830946,0.04553942165259681,0.02918748454673493,0.059181623010253044,0.10440397460584919,0.0677140645300872,0.0,0.0,0.0
O,0.007061470013430015,0.006118075665376166,0.003897232947949925,0.007981889790166175,0.006638672482845261,0.016289071348727414,0.00855219121107571,0.0064642249303031064,0.007201441550612782,0.00832304947906658,0.003628169531305683,0.008069947126650165,0.007072864210854222,0.007217062081088436,0.007139330889753819,0.010032693867184013,0.010037520391490288,0.007473203772007316,0.009768603703665094,0.008661400803075885,0.0076960093364603285,0.008693646361440325,0.007861396009788338,0.008549755611428528,0.0069222454267437875,0.01124808385593229,0.012248038295174431,0.00955126586470865,0.00806261294438128,0.007362216188715657,0.009381457134251144,0.00990621748275731,0.01051487271799006,0.008294121389185623,0.006617451484177613,0.008157692904578009,0.009741824163684196,0.00756116270925186,0.006482613976381285,0.0031881598630868146,0.012483255260561996,0.006897396632526223,1.0058853518572999,0.0026187453696368914,0.006362712282095167,0.009465647052850948,0.007530334294331456,0.0,0.0,0.0
P,0.0016614947041771512,0.0010544130252591495,0.0009962418018442337,0.0021289958983371706,0.0018209907945659182,0.005095461752666927,0.002004899637275085,0.0014973504099631435,0.0012162219725028861,0.0018292382572731919,0.0010036778092116004,0.002016160956693418,0.0021769819326944786,0.0017872121855889414,0.0017060146911472098,0.002139036918756505,0.0022341870369567457,0.0017460034950692591,0.0026980267785646625,0.002460111772906677,0.0020349229447459,0.0022268157557675987,0.0022077954950553325,0.002561555221298224,0.0018073835053628163,0.0027408431407434306,0.002221169953108869,0.002234376416766279,0.0018449359500419139,0.0015892596501318687,0.0021886422567114396,0.002954295164912605,0.002296523807951494,0.001949665779574188,0.0014324026551837175,0.002378805321251557,0.0038129090244074567,0.004015364671724637,0.002344458981290128,0.0006931606095838429,0.0040507241152660575,0.0020409705289712045,0.002484727420541826,1.0044053720102297,0.0022156899529855146,0.002920214499751892,0.0023462865741853307,0.0,0.0,0.0
Q,0.0019735969399343536,0.0016087995735762951,0.001507658714329592,0.0026214346728928024,0.0018006414215714789,0.004068034565939369,0.002516367802838982,0.0018806924975670058,0.0016326834808491541,0.0022698244747567865,0.0009543627580854999,0.0023141271049998565,0.0024718510115666675,0.0022099639663506606,0.002395895079260269,0.002197748545074273,0.002342623716134584,0.0022927531412604003,0.0030249677392448515,0.002813894056242983,0.002316756751522521,0.00246604366941463,0.002472168303087886,0.0023396405724105057,0.002101926089456132,0.0024879963328141015,0.0025856075687767546,0.0021530628819840525,0.002311279573331178,0.0023914059486629365,0.002655290014988422,0.0031847513632829614,0.0023457909333979565,0.0029103697361432877,0.002287004943204704,0.0027597706107174366,0.0025970635797091446,0.0025196375358579664,0.0019254685365095597,0.0005946842393908579,0.0025172516506120177,0.0022343354208714155,0.002593147288142554,0.0013912738198655795,1.0625261446831211,0.003591114461372161,0.003528350462261089,0.0,0.0,0.0
R,0.0030052735510030875,0.002204182926836262,0.0019104518366074923,0.003149738940559678,0.00268697893655793,0.005171625509912722,0.004211834179382198,0.0032856252063758677,0.002403861663424001,0.00338341588996168,0.0013679789534426672,0.0036166993699910275,0.00296512610765465,0.0032824465718159068,0.002938078343990798,0.0033384798341272526,0.003456954562939343,0.003106678404859122,0.004227881078080727,0.0037243945512713808,0.0033946377786879763,0.0037712332365561663,0.003912347381343204,0.003645929948519522,0.0034144040159917225,0.0035850725871751777,0.003669303451550025,0.0035257752733831287,0.003974844591118657,0.0027307963758638606,0.004099080585758757,0.004041976797745502,0.0031999856178338633,0.0034826923203720417,0.006252116743898417,0.04469149395739943,0.0056227722068007135,0.0034603463881960612,0.002711401566101864,0.0010601314522711762,0.007971977037095198,0.004286979936443469,0.0037534817796081904,0.002658180042566462,0.003110283353493164,1.1510671067249065,0.022519397665362532,0.0,0.0,0.0
S,0.0022259107180778543,0.0015099078209408869,0.001961961139048742,0.0025987285089916585,0.0021087431183947373,0.00367675350177292,0.002677472565747992,0.0025340950323571375,0.001994245258728125,0.002274407740369955,0.0009835935149265036,0.0024236306399073406,0.0020595519893967336,0.002129545211251658,0.002064351968037017,0.0024696751870134986,0.0023427301968984853,0.0023237188634345554,0.004477414035615891,0.0027458365887259883,0.002452596086704822,0.0024552744818586983,0.002521730867603128,0.0024604953330722426,0.00227915919846626,0.002528178018790605,0.002626744935072094,0.002096661992241943,0.0021088879631056883,0.0019858496125105436,0.0026407981547593357,0.002653791845841193,0.002471129461965884,0.002123683861492706,0.0029401795788256803,0.0033218794101793595,0.00282758264919822,0.0024401621996807785,0.0028832277039985885,0.0006442146924073214,0.0033090420944525177,0.002417248584261424,0.0012864076313128942,0.0009503269488523646,0.0034043659824976786,0.005288534232429754,1.0168891740339803,0.0,0.0,0.0
T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TXS,0.06433122967583438,0.036362185032366906,0.07137176735852672,0.0768492340025287,0.06282231871425574,0.10485888734072092,0.0649035119671263,0.048391082221437634,0.03825104564331534,0.05592443644964195,0.019949083172370607,0.04517538729782296,0.04363962483177119,0.058056830783211395,0.06050839661198981,0.07469027537689936,0.05941088317562346,0.048191276080383025,0.06031489035858663,0.06046520854430583,0.054425337123853355,0.07684542301038408,0.05340588900378907,0.05632017737095002,0.04990496870880562,0.04003201212976825,0.05221170786285094,0.054120601744128076,0.048109884468044234,0.11624431537708721,0.05315893801375966,0.04580889849907264,0.057426340140742306,0.06053200499603968,0.04910951829061348,0.05234924444307562,0.04448054471248834,0.029303666485395518,0.028325066707036804,0.013018188171750525,0.03627473776445427,0.033095566963927445,0.023790359756529218,0.01316500152473471,0.03664537767081383,0.051031785082427804,0.044129042415730714,0.0,1.0,0.0
IMP_OTHER_plus,0.07380115933939864,0.038303655590441,0.07188921665526514,0.09830508340373748,0.08504384398012375,0.09607357519450954,0.06422137683687623,0.053227129095257786,0.04630289672006225,0.08052635356193265,0.677885773226904,0.15982701121359683,0.048118037245117096,0.08616781684719124,0.08998786917196235,0.12176110105779318,0.1064785327149724,0.06274282773095811,0.057567322807919465,0.06369649649223647,0.05463794135355154,0.06822391056363196,0.05350752014154426,0.05652138184738813,0.047592390628511845,0.3387053578611778,0.06742872660876047,0.04720792670420699,0.03692054245752772,0.1108143402291974,0.18813273307218303,0.2511797592918013,0.05089598154735869,0.051505803302474146,0.03988056214571363,0.02823332226665012,0.030109988456746048,0.016173454195583907,0.013508932043598694,0.008478066373103197,0.02215443898764648,0.02208897538680832,0.019146604023234266,0.012690595597029947,0.032207891807938614,0.037602024916169235,0.0375794709411593,0.0,0.0,1.0
