seller,A01,A02,A03,B07,B08,B09,C10T12,C13T15,C16,C17_18,C19,C20,C21,C22,C23,C24A,C24B,C25,C26,C27,C28,C29,C301,C302T309,C31T33,D,E,F,G,H49,H50,H51,H52,H53,I,J58T60,J61,J62_63,K,L,M,N,O,P,Q,R,S,T,TXS,IMP_OTHER
E,0.006730330918693229,0.000935215947506616,0.005129911995475251,0.0138975719154121,0.007553765531622394,0.012796796703039385,0.007180226219446549,0.0036278120914851487,0.003337777634324239,0.028946001338944725,0.004166487221658205,0.005854271850382099,0.003886215909533205,0.004041105826723492,0.008086709487712847,0.07426822255849452,0.07404071218802857,0.005250377089166987,0.002515871549611436,0.0031993900810317077,0.0038130405033805458,0.0021353130412364967,0.0034511034842297328,0.005237525593981998,0.0028383124067927067,0.013185293055810487,0.2103557924821851,0.0028355284710889456,0.005031359040895451,0.002443363470127708,0.0021242413093756876,0.0010395406466863024,0.003705896056340069,0.0036213894530303615,0.00895163848715507,0.0014079960330695006,0.0012853379370119464,0.000966492474890129,0.0013513971377279302,0.002028260456143769,0.0028542561158739223,0.002692499000284502,0.011564811108731322,0.0046041255375559725,0.011026147160866341,0.007210546010380866,0.006706668358228669,0.0,0.0,0.0
F,0.013735799015348578,0.01680436231957494,0.010638050261034315,0.0143657902647828,0.01123342785612636,0.03587317941272889,0.003091737739081664,0.0026980461516283917,0.0027485146351576488,0.0030100251520827122,0.003340613530264066,0.003102935346614501,0.0023542843684100745,0.003060274692314026,0.008833093096327316,0.005959397805519509,0.006810359719878278,0.006805336551378916,0.002820808208964043,0.004650095232726233,0.004450485311680647,0.0030294484124082648,0.007100421409331828,0.0041048938829822985,0.01206752109374175,0.03591307490189044,0.03536795880165575,0.17571699121929316,0.010872406573735716,0.009844670646892609,0.004537815747487054,0.002550864522548183,0.025107705984219075,0.00802867201263411,0.009456390516961108,0.004564738871010573,0.016784523751887857,0.0025143520229223195,0.00494582901942365,0.041146089047997506,0.015013589278640799,0.0069840960676495634,0.026336779121018863,0.008540918827342703,0.011737787957129694,0.011429092188035984,0.010177495267480324,0.0,0.0,0.0
G,0.11359933679808842,0.05350161368639065,0.05422019053293828,0.0666599271601227,0.04956876165331506,0.0735962159883857,0.12868207910720303,0.13438613886393905,0.08654034754930319,0.09753420084533737,0.05520855324758322,0.14032055437768265,0.11731701402091611,0.1261370168085348,0.08234389499534762,0.09222195838141678,0.06805234152981086,0.08171023261437281,0.15871664899398283,0.1118583871240522,0.10472594498153603,0.12978390429171355,0.09237879051177339,0.10244223712684311,0.08684250358162407,0.03971507548779541,0.045977607788093545,0.06821908858342918,0.045586663076437696,0.07263673793696199,0.059873469908430225,0.07862802201870742,0.029524005926903095,0.02913861329871715,0.05787043586266067,0.03718242216849638,0.03485261418961126,0.02496495556252267,0.010476806533468481,0.00575134339826773,0.025292143179333305,0.03435677226359712,0.015162176522883077,0.009542573878444403,0.058419274083536,0.035365288107214905,0.03514365881944388,0.0,0.0,0.0
H49,0.013049654448085013,0.02052966577600381,0.006654454807197704,0.026359894970111177,0.040445805647404055,0.03898749590221515,0.019361344427682812,0.009932801809693838,0.017481951751609093,0.016062498601486147,0.018762970862447347,0.015399575965750846,0.01082182388675483,0.01185152656940431,0.025884076356545944,0.018221567990939137,0.013785876595332697,0.011963938839555675,0.013823026637571829,0.01409739643524913,0.012560199817276393,0.01194892748413029,0.008688852202624034,0.011788688916069661,0.01169527859227214,0.012481477744727767,0.01100749149817767,0.008921242804000298,0.022282659534116882,0.04971157209615381,0.009239247992693645,0.006259170567340451,0.03969506714194272,0.06006511472095186,0.0052893782332721715,0.006932374658462639,0.0040520322745581025,0.002479267206500256,0.002869307094071983,0.0007587239405552232,0.005713960796228066,0.006464422700517146,0.00416043884532354,0.00346682969828425,0.0077268959286230145,0.00578062731395227,0.008125747219390802,0.0,0.0,0.0
H50,0.0007596115315377568,0.0022083704221199318,0.002325218731161422,0.0009643701798118082,0.002029542401775823,0.0011825036294665855,0.0011022687935443114,0.0008141034881700875,0.001237079870792501,0.0010445462192954392,0.0027530377906670326,0.0012577970065740924,0.000793410798171263,0.0010296060756952586,0.001124271618512818,0.0015441290475608123,0.0013440375419299848,0.00100196007673518,0.002323340653158184,0.00165123748854053,0.001150942014986296,0.0010630772274703697,0.0010046485359284038,0.001226718997119137,0.0009816465966651295,0.0008597556390748951,0.00029614874362674675,0.0006708884798209368,0.001653735624530505,0.001588674998097395,0.07376793079669218,0.0006563628011235091,0.007228936070691003,0.0007881363789993809,0.00033522760410380345,0.00032816533240033274,0.00035159335851658895,0.00019633140238228597,8.074759548299709e-05,3.5518732626528286e-05,0.00036179399527213626,0.0004839988722009402,0.00019826672950128853,7.894746250670453e-05,0.00039168059883076947,0.0003325759307737085,0.00028852381425565964,0.0,0.0,0.0
H51,0.00207473812715142,0.0019498294946522323,0.0010741626070380345,0.0013434674229102432,0.001335861415151254,0.0019201049032922773,0.00234139181251324,0.0016531567994736512,0.002986868207854247,0.0021651715923584596,0.002712756778277949,0.0024289536106128448,0.0017260427363989927,0.002285051107826339,0.00217543896999062,0.0014524744496299874,0.001616451930725116,0.0015794872486681157,0.003134679685367623,0.0029448992439098706,0.0022765130923288065,0.002241961372564781,0.0018572421583108872,0.0021908896624954636,0.0023018021347770124,0.0014900289357871418,0.0010593673445163266,0.0018135027269863514,0.0012105720593765272,0.0011298679627187208,0.0015538945348392214,0.014646667610832215,0.0036677330207909977,0.004574780234078,0.001023592496629679,0.0010511988260302127,0.0009000908061436437,0.0009216269807442683,0.0008238737689030716,0.00015255843308751137,0.001210233279589687,0.0019178072400462096,0.0007143111088078325,0.0003226485020375669,0.0010584021709479825,0.0010494092240309189,0.0011405544281947555,0.0,0.0,0.0
H52,0.007720630659054959,0.009261989336782673,0.01204272443946867,0.0136022751155249,0.01234331743472567,0.024013019247880858,0.012579499262234749,0.006666531136763226,0.012455629406540986,0.011584956163772172,0.011067114039385947,0.009176830542958276,0.006933611975213647,0.007324553321126528,0.012245512619017502,0.009988766368731994,0.007634247139648918,0.00847884698146241,0.009292497952918127,0.010438151075747266,0.008779137266551036,0.010190857369324005,0.007124858806151707,0.009690990470302021,0.008892313089677296,0.005482917501141334,0.006548254122419713,0.007066567315952693,0.027278893351428097,0.05292583960727444,0.1407869121592016,0.1570793724510226,0.14316862786234247,0.02856134452776124,0.003815457532027745,0.0037595853852843493,0.0045059153885121375,0.0023634245006156442,0.001360035733785368,0.0005329687536232627,0.004163541503578404,0.004794422372490484,0.002656478330956292,0.0007523357540726713,0.002224610479846699,0.004045748718961306,0.003857886293285603,0.0,0.0,0.0
H53,0.0009271200920889474,0.00043209849451777526,0.0007552887670289104,0.0008433250951733605,0.0008261109931619871,0.0024235470425701304,0.0005186430697721739,0.0008430576039052326,0.0005176741657004243,0.0010192671364060522,0.00017527887260147275,0.0004774037296678398,0.0009276419332077848,0.00047034099329932677,0.0005183045570726734,0.0003235645027817303,0.0003692306524087317,0.0005191714799892609,0.0005761515898354063,0.0006856219388282415,0.0009810095888930265,0.0005202985305540278,0.0005810669910504822,0.0006621952804025144,0.000916086156098969,0.001799217971410824,0.0013340435864299973,0.0004912368562349726,0.006525468509450818,0.0014640456569292865,0.0007293413372921748,0.0011610360611330418,0.004140791397276282,0.18172376044243313,0.0018634949336243556,0.004677693189641177,0.006472299402852186,0.002052596357173122,0.008720223030962641,0.0005415433199137198,0.003915189414920106,0.0024048055778317285,0.0034031282888775326,0.001112050162721519,0.002209461988356411,0.0029766137576365723,0.00562756846086815,0.0,0.0,0.0
I,0.001325413911615069,0.002412649673452435,0.0017177291527498795,0.012206931227769604,0.006516397147079288,0.009694188170280522,0.0025168911844666002,0.002891484286539786,0.001950692259881535,0.0019053655155814098,0.0014891175009930963,0.0031977612522963482,0.004311863337734517,0.002385894475179279,0.002116579859915318,0.00223008579345808,0.002464068826871639,0.0028462452200198655,0.0027386655360760533,0.004389698490101568,0.003618001420243947,0.0014867186117460307,0.0028646059605526106,0.0030403634457452384,0.00404216049665187,0.0031273155532417266,0.004940221414130864,0.0030884557655719604,0.007874870705467217,0.008120107774706458,0.009409335199362543,0.020935493124006558,0.012142477917734986,0.008789141365046224,0.0081564330640409,0.007639676352840345,0.006370157251679441,0.00877874150853225,0.008702376829526617,0.0009434213502131703,0.013729218266978356,0.01877793092779597,0.008291752323385635,0.005721866922158751,0.010619054945382922,0.01728073215624599,0.019486502605984588,0.0,0.0,0.0
J58T60,0.0005509537069809435,0.00043808323820915723,0.00045038020468441965,0.0013288355994924088,0.0008387233747369793,0.0026225823069357932,0.0018302677440765497,0.001106570859345834,0.000680093917928575,0.0017343386102914896,0.0004181696127270532,0.0013143399436938126,0.0021671591801621353,0.0007658136279695274,0.0007985114906758402,0.0007094646975279408,0.0009131102509439586,0.000700677099765034,0.0015480291090575124,0.0018995539699094113,0.0010317514641805968,0.0008407733601097093,0.001064384394821444,0.0018656164733396954,0.0014587564695101416,0.0012282471490964925,0.0012881783227708665,0.0008067180730873546,0.0037483743773307197,0.001436902992291134,0.0013875048761413868,0.002221964214208637,0.0016710103479989256,0.0028639111305195715,0.0036336973952718664,0.18622297119570486,0.024711610787628166,0.008218012562697283,0.002742107646735218,0.0007317484801815955,0.029326595616764928,0.00336233710189593,0.0024005219510649964,0.00438085452529117,0.0024914569837910013,0.01774665407112588,0.008359482757004412,0.0,0.0,0.0
J61,0.0014184850063825032,0.0016501933271703773,0.002789564213510475,0.0024036095378206033,0.0030711149135105933,0.006334004589519037,0.0017780967962627455,0.0024748068390853454,0.0015484706059560255,0.0020587333486136723,0.0009586880948602032,0.0013564008367850972,0.0034670554878578207,0.0015041815494277568,0.0017712522087820295,0.0012313940505864706,0.0018271696809429526,0.0020040223525805943,0.004120103540118626,0.0031191234562432803,0.0035252389294838575,0.0023565572374554993,0.001840950560430967,0.0023665192632517464,0.0036109575989683985,0.0034034237063681827,0.0029628616763771047,0.002579951907347636,0.0081862016603361,0.004769516012252077,0.004133858631648423,0.004129586002578003,0.006194962703795967,0.012459135053973133,0.006091222591090527,0.014283215177033085,0.1504640973290713,0.013177354554592423,0.010203888971797569,0.0019415446780749498,0.009718655689190784,0.0076861624696910385,0.007433344607723894,0.0024585348883210804,0.006751378183819164,0.008984678822586521,0.01123492983871623,0.0,0.0,0.0
J62_63,0.0017377800030299057,0.0016976722937886738,0.0023228911848839837,0.005570734224899107,0.006108596809487874,0.010736196319018405,0.005741576628725954,0.004556345941310623,0.0025815429917842503,0.006115481865886604,0.00257708129355808,0.005247033447728888,0.01079637486115311,0.0037616301181341624,0.0049054998202918655,0.0038933394049001668,0.0043016794774199795,0.004800292207695981,0.030424781377996663,0.011960263993975975,0.00787318336818754,0.004314223980872633,0.006728429924406986,0.007556553179478219,0.007409796460498881,0.012795181756440309,0.009184218432716947,0.004658568567405156,0.01554315713568524,0.006770218405065606,0.010138676536654718,0.01264073518384988,0.013817875994420034,0.023407052250301347,0.0064660522126739495,0.026665085096448514,0.049408756357315675,0.17590055365814394,0.02888555127562837,0.0028026627095147547,0.028028393633729616,0.016924069741276308,0.012519011188170634,0.005924999764689865,0.010689760435440567,0.014697646857621009,0.013955178190016161,0.0,0.0,0.0
K,0.02354533712359463,0.011330316756524269,0.02020892055386291,0.03106070078453177,0.016845937656997875,0.0717112349552756,0.018716810592533852,0.01439935918997473,0.00886418729294068,0.017776275278326936,0.013798317262589736,0.014469450946672329,0.0180348761430854,0.012996561445055656,0.015824334359819513,0.0136140094713273,0.019872012696219042,0.013100290746248706,0.016461103426848204,0.021131061438866495,0.016622456926887037,0.009915948398859611,0.013750108610652532,0.015263646016747538,0.017571518080601502,0.0340971428363045,0.02025148937566382,0.012509194912318382,0.03444111710319077,0.02760854098489995,0.028491455891025867,0.03390710561258491,0.027090551189538757,0.02258227575501072,0.01710224318410102,0.014815893899711668,0.024472934691607454,0.01781815153805195,0.158057081463254,0.03620288287558658,0.029696073485021988,0.022229549994645634,0.014714023323655312,0.005699393892166085,0.011542398729421215,0.02566732662408406,0.029180069483200732,0.0,0.0,0.0
L,0.0013884965097368963,0.0021872243277437156,0.0017817366753794482,0.004253870117294017,0.005145851682596805,0.009881515477918792,0.00442293702021473,0.006049562053598381,0.0023227059089340383,0.0036430907972647792,0.002431467316061839,0.0024249238244484104,0.004311364337232523,0.002966645624958341,0.003451711109469178,0.002529614076033168,0.0036040328719690344,0.004800394406806215,0.004828259846384555,0.005056260461170685,0.004101370638478145,0.0030392125250706835,0.006492201755148145,0.003771556069302007,0.007808879142334502,0.0048715723734170015,0.0043450036666443925,0.005832506527565694,0.03283088014670275,0.007857059571428671,0.00708635068654222,0.006356942025120075,0.020705589629613455,0.016185958311025234,0.02703740896891516,0.013353151205244605,0.01921054744650526,0.015450061026045136,0.013247312918141026,0.010226328180759617,0.017417058179398967,0.012102333086441151,0.006539537584042115,0.005698372390802782,0.01221212744625114,0.021943501937757803,0.020268120910018696,0.0,0.0,0.0
M,0.01735373159286181,0.005513943854326551,0.009392813002604524,0.034414048678746346,0.02802786495502635,0.15045895190371375,0.030011106699123553,0.018336502884938807,0.008269130977771046,0.01681397679283429,0.01139583721712565,0.020221466973131902,0.03928032151600345,0.017457821830314958,0.020060781423563934,0.016057251635189344,0.015246663161032023,0.01823784001771724,0.045366677686274365,0.02759963866596333,0.023434289403642897,0.023904742830681357,0.02582761317229994,0.028431385726510664,0.02546091776403404,0.040153375474267845,0.025393380525883896,0.03668284185804287,0.04787571905725787,0.01671822318357099,0.02127199347752538,0.0230902394609917,0.03492458565810675,0.028783428497934693,0.025100847155087175,0.05532873796989311,0.055098605552990516,0.04253356522213534,0.04622197208802367,0.014276308639197866,0.1454294041608219,0.03794840893667158,0.025785131403098502,0.011522608342441112,0.023469711982069597,0.043425027108094476,0.04183928619416674,0.0,0.0,0.0
N,0.012953865949090792,0.011375800808578772,0.012011302564723244,0.04683380642895718,0.039057392642357004,0.10583992881562308,0.018183759604001506,0.012472524392302394,0.00846486229701669,0.01629001034749063,0.00850780156624623,0.013910192185539414,0.025122180272913353,0.013639418307854569,0.018737390687987857,0.009974503117180799,0.011855246397390898,0.014384115969009553,0.019449079180636927,0.02187225257947134,0.02097991546720714,0.015687295890307686,0.01868103223564167,0.02216696460973938,0.02144735745957546,0.030730316484195063,0.03628869967511246,0.021045919659382517,0.038663161115626635,0.03405601477957364,0.0640868258214565,0.07447039861279556,0.05889015566130775,0.05054690981745744,0.02596020321470342,0.045003014212736725,0.05673022309498983,0.04588133866431117,0.03285775361844666,0.013300873488564485,0.0514223873411499,0.08885272228305534,0.027396003948604083,0.018399574413346297,0.02919035372629773,0.05945199140194562,0.03544968155095404,0.0,0.0,0.0
O,0.0018336655521750832,0.002476486939493842,0.0012370908464587546,0.0030806639123367556,0.0025634665551171583,0.00907366646372875,0.0023255977091493183,0.001696279950568548,0.0022062188764442946,0.0022061745067101447,0.0010826180881170864,0.0017919955349969298,0.0026591736751287167,0.0016462718928519616,0.002032674320020738,0.002446411775317866,0.00275261925960237,0.001890785738441204,0.002621648254698777,0.0022635725090836855,0.00198659727362847,0.001766698865531214,0.002112477191762968,0.0022464459647755126,0.00230928218504295,0.004185643313763227,0.006216031575914999,0.004076976045525541,0.004500824676171286,0.003596621253177699,0.004023856579509298,0.004111074127299876,0.005967311013127574,0.0037417784065587297,0.002882995993750292,0.00346445683131358,0.004845848010117386,0.004204435187396888,0.003676938233262267,0.0019062450037113164,0.008281678303154962,0.004134476125466496,0.0038928017139386,0.001466219278255293,0.003074843058057176,0.004946623141169803,0.00402183448232474,0.0,0.0,0.0
P,0.00036879057363529776,0.00029045956048840294,0.0003142187474542463,0.0008539664212954219,0.0007546408309036981,0.003044068749121903,0.0004701686142350321,0.00032219154318044327,0.00018931729081370435,0.00038438720297833556,0.0003436309169042619,0.00043106118877684404,0.0009795379854152133,0.00039223835419860496,0.0004253196863686058,0.0004091440120888981,0.0005400828823150857,0.00041574598043234514,0.000744472014279567,0.0007846800811256656,0.0005978027182316879,0.000475565270216898,0.0007249761056564428,0.0008745637262149581,0.0006531110555729601,0.0009092467231258637,0.0008403478270429496,0.000873354986901857,0.000854484454199136,0.0006097935621439598,0.0008005191357351372,0.0014140915989155995,0.0011133606440532655,0.0007350455982508456,0.00047302409767324254,0.000990474080916824,0.002175686861685357,0.002706824992808061,0.0013982628145425332,0.0003289003347178963,0.002740907347114445,0.0012309296211777075,0.001914062007855892,0.004073017793021497,0.0012869827584230218,0.0016054777583435428,0.001352416319240247,0.0,0.0,0.0
Q,0.0004935000176146024,0.0005912926767085346,0.0007331770773932412,0.0012437049905159182,0.000670558287070417,0.0020488924272935886,0.000738122298699007,0.0005127804698944961,0.00031470120145097734,0.0006007713144095005,0.0002615630598872493,0.0005399913460342119,0.001138220145049466,0.0006027077149881003,0.0009120031257944414,0.00034786485727635817,0.0005210993012143797,0.0007862177550309811,0.0009021283022435326,0.0009336699699469945,0.0006932080149963384,0.0005007703052291895,0.0008064340950560431,0.0005842372433321237,0.0007900986427962128,0.0007359411024842267,0.0010701894853797171,0.0006660574594087536,0.0012843016137494788,0.001290542064322704,0.0011545593539644186,0.0015418774564180133,0.0011019321414289444,0.0014499017446677413,0.00119852070639346,0.0012824562750371584,0.001181424534662795,0.0014377596253982484,0.0010756345294512758,0.00025172923810378285,0.0013510577153861782,0.001369096493318403,0.001946094811078637,0.0010168316427850593,0.058076797890066985,0.0021039471397582294,0.0023977683047528104,0.0,0.0,0.0
R,0.0005436749456591944,0.0006299940192461377,0.0006039982589953845,0.0008100709510419189,0.0007546408309036981,0.0012878752400131129,0.001117852868937968,0.0008332778892819255,0.0003573234549019316,0.0006554418668784142,0.0002428154485136382,0.0006623961007789072,0.0006816346857244939,0.0006395633780175575,0.0006468240500828409,0.00042948235226374966,0.0006055762371125215,0.0007028232810799502,0.0007580183498084635,0.0007218627225955917,0.000755578236703977,0.0005879661020284679,0.0011159744547745243,0.0006962459172838346,0.0011242075546747674,0.0007106311884476349,0.001140103950957493,0.0009925097677778356,0.0018569587284126558,0.0008977152683859697,0.001507675185200934,0.0012449685441901827,0.0010250958693207868,0.0011343480900778563,0.00377218866107779,0.030284028196418438,0.0017821738919938264,0.001218457090013282,0.0010166127444121344,0.0003945865195488063,0.003856233153108481,0.0023076101292080426,0.002342526254784326,0.0016715410522791993,0.0012300725447349423,0.1291300022743775,0.017593078094959542,0.0,0.0,0.0
S,0.0006974994349254962,0.0005454096417412731,0.001173083323829186,0.001213111177914992,0.000961694095093153,0.0015688662014705194,0.0008411200153169199,0.0010181683996012957,0.0006442995011954921,0.0006021017924563104,0.00028686104149983305,0.0006316689812750949,0.0007809357856214003,0.0005278985606687343,0.0006346139155459433,0.0005388339474895753,0.0005106583316089914,0.0007880573390151951,0.0019826647256016806,0.0008262898698955862,0.0007809491743477621,0.00048472385651265556,0.0008118646276826831,0.0006514424477031502,0.0009209261886239875,0.0007327719365756997,0.0011062632882576852,0.0006247911947266202,0.0010709949957662017,0.0009217160168602203,0.001120357035232086,0.0009983831764077472,0.0012113192379760165,0.0008434704321739103,0.0018286405264273794,0.0016779537082367926,0.0013160396240696503,0.0013605909754673684,0.001881920737518845,0.00026790825552044814,0.0020248169538463743,0.001534960558303931,0.0007026303573141883,0.0006048017714584786,0.0023343336725517865,0.0035717392517909488,0.015579036047144586,0.0,0.0,0.0
T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXS,0.030336130286333855,0.013580181401571115,0.05510582189150376,0.049805396748542806,0.03821866926762002,0.06689926474031752,0.021814807165129412,0.018420439018319947,0.00893950040098023,0.019881333453479533,0.005467149817959941,0.009674131341813011,0.018666610778610444,0.02469784237538669,0.027267265443315546,0.0277433449385135,0.018368513073043127,0.012678719416533016,0.01799529798047195,0.020436849092034144,0.018083664366808787,0.026980968154914232,0.017535189851420628,0.01675112120682626,0.022223082672448893,0.00901723210085484,0.02289621446665999,0.020772234561063925,0.028391873505322966,0.09221235932070376,0.02331119118356662,0.01382783165192786,0.031177567400359527,0.029988813548169038,0.02722001827173785,0.026606562803230434,0.021164237494081067,0.014362611178937766,0.015783646103100867,0.006776254422277799,0.017726089580174603,0.018869829447834125,0.013823123735934832,0.007252003000003576,0.018680345366059538,0.027933813839143316,0.026017973471224805,0.0,0.0,0.0
IMP_OTHER,-7.104071050027316e-05,0.0002361978843532068,0.0012219617956554022,0.0013142037760745745,0.0010310621937556098,0.0016742378120170466,-0.00125647132931281,0.0023486716221327725,0.0006997498115103258,0.0014751372962629895,0.007373684015560668,0.003047147994400612,0.001838816849849751,0.0026393359707350354,0.0011723294557285566,0.0012002262046042302,0.000787818615679299,0.000934815261311372,0.004313210876381618,0.002824365081602165,0.0018275003521539001,0.00580699785628528,0.0016753193153184465,0.0024552301330215015,0.0017956520667818886,0.00232964083538866,0.0005948741874590626,0.0009391192002548036,0.0007582291548751305,0.0020891996980967665,0.0024172719860824296,0.003309491955062513,0.000634281895649812,0.0007634603823134418,0.00012204832287578888,0.0007843875107133553,0.0008009007402649083,0.00045619234447511045,0.00023096605626622807,3.301520962201528e-05,0.0004695079238426668,0.00027665283636485704,0.00020841725154161693,0.00011761858554603299,0.0009894633784090542,0.0004444208612296354,0.0005810057169379312,0.0,0.0,0.0
